X,Y,OBJECTID,REF_ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,OWNER,OPERNAME,RMP_ID,EPA_ID,POSREL,CAPACITY,US_RANK,CRUDE,VACDIST,COKING,THERMALOP,CATCRACK,CATREFORM,CATHYDCRCK,CATHYDTRT,ALKY,POLDIM,AROMATIC,ISOMER,LUBES,OXYGENATES,HYDRGN,COKE,SULFUR,ASPHALT
-97.42306,27.8062400000001,78,REF480083,CORPUS CHRISTI EAST AND WEST,1607 NUECES BAY BLVD,CORPUS CHRISTI,TX,78407,NOT AVAILABLE,(361) 241-4811,VERY LARGE COMPLEX REFINERY,IN SERVICE,22,NUECES,48355,USA,27.80624,-97.42306,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.fhr.com,KOCH INDUSTRIES INC,FLINT HILLS RESOURCES LP,1000018697,100000119043,WITHIN 166 FEET,296470,14,296470,87500,13300,0,104000,0,12300,354800,15500,0,0,13300,0,0,0,3968,426,0
-122.565976534,48.4939656760001,79,REF530085,ANACORTES,WEST MARCH'S POINT ROAD,ANACORTES,WA,98221,0622,(360) 293-9126,MEDIUM TO LARGE COMPLEX REFINERY,IN SERVICE,390,SKAGIT,53057,USA,48.4939656760001,-122.565976534,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/22 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000018956,100000028034,WITHIN 166 FEET,120000,59,120000,50500,0,0,51100,29200,0,98000,13800,0,0,7600,0,0,0,0,54,0
-90.59639,30.06129,80,REF220086,GARYVILLE,4663 WEST AIRLINE HWY,GARYVILLE,LA,70084,NOT AVAILABLE,(985) 535-2241,VERY LARGE COMPLEX REFINERY,IN SERVICE,930,ST. JOHN THE BAPTIST,22095,USA,30.06129,-90.59639,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000019402,100000105726,WITHIN 166 FEET,543000,3,543000,301000,89800,0,136800,122100,111200,568500,33000,0,0,72500,0,0,0,33000,1476,33000
-104.21464,43.8495800000001,81,REF560087,NEW CASTLE,740 WEST MAIN STREET,NEWCASTLE,WY,82701,NOT AVAILABLE,(307) 746-4445,VERY SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,94,WESTON,56045,USA,43.84958,-104.21464,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.parpacific.com,PAR PETROLEUM INC,HERMES CONSOLIDATED LLC,1000019604,100000127445,WITHIN 166 FEET,18000,120,18000,0,0,0,7000,3500,0,10000,1300,0,0,0,0,0,0,0,0,0
-101.36159,35.6976900000001,82,REF480088,BORGER,SPUR 119 NORTH,BORGER,TX,79007,0271,(806) 275-1945,MEDIUM SIZED REFINERY INCLUDES AN NGL FRACTIONATION FACILITY,IN SERVICE,709,HUTCHINSON,48233,USA,35.69769,-101.36159,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,WRB REFINING LP (PHILLIPS66/CENOVUS),PHILLIPS 66 COMPANY,1000019677,100000162343,WITHIN 166 FEET,146000,51,146000,80000,26100,0,55048,30310,0,187380,14000,0,0,61000,0,0,91,8000,340,0
-84.12643,40.71772,83,REF390089,LIMA,1150 SOUTH METCALF STREET,LIMA,OH,45804,1199,(419) 226-2551,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,393,ALLEN,39003,USA,40.71772,-84.12643,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.huskyenergy.com,HUSKY ENERGY INC,LIMA REFINING COMPANY,1000019716,100000148681,WITHIN 166 FEET,177000,41,177000,53000,22000,0,43035,53900,25000,158000,0,0,9200,27700,0,0,0,4200,110,0
-151.36605,60.6838700000001,84,REF020090,KENAI,54741 TESORO ROAD,KENAI,AK,99611,NOT AVAILABLE,(907) 261-7221,MEDIUM SIZED FUELS REFINERY,IN SERVICE,230,KENAI PENINSULA,02122,USA,60.68387,-151.36605,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/18 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000020144,100000142357,WITHIN 166 FEET,72000,85,62700,26000,0,0,0,10600,12340,24500,0,0,0,5000,0,0,13,0,25,10000
-89.93908,29.9354200000001,85,REF220091,MERAUX,2500 EAST ST. BERNARD HWY,MERAUX,LA,70075,NOT AVAILABLE,(504) 271-4141,MEDIUM COMPLEX REFINERY,IN SERVICE,274,ST. BERNARD,22087,USA,29.93542,-89.93908,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.valero.com,VALERO ENERGY CORP,VALERO ENERGY CORPORATION,1000020270,100000064146,WITHIN 166 FEET,125000,56,125000,60000,0,0,0,29282,45300,92700,0,0,0,0,0,0,0,0,224,0
-97.16788,34.63057,86,REF400092,WYNNEWOOD,906 S. POWELL,WYNNEWOOD,OK,73098,NOT AVAILABLE,(405) 665-6601,SMALL MEDIUM COMPLEXITY REFINERY WITH BOTH FCC & HYDROCRACKER,IN SERVICE,260,GARVIN,40049,USA,34.63057,-97.16788,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.cvrrefining.com,CVR ENERGY,WYNNEWOOD REFINING CO,1000020760,100000123591,WITHIN 166 FEET,70000,88,70000,40300,0,0,19000,17000,17800,67500,5500,0,21000,0,0,0,10,0,0,7000
-93.04178,44.7659800000001,87,REF270093,SAINT PAUL,12555 CLARK RD,ROSEMOUNT,MN,55068,NOT AVAILABLE,(651) 438-1331,LARGE HIGHLY COMPLEX REFINERY THAT PROCESSES VERY HEAVY CRUDES,IN SERVICE,918,DAKOTA,27037,USA,44.76598,-93.04178,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.fhr.com,KOCH INDUSTRIES INC,FLINT HILLS RESOURCES LP,1000021532,100000139833,WITHIN 166 FEET,290000,16,290000,234000,62500,0,82600,37500,47700,329000,12500,0,0,18000,0,0,176,23600,1142,45000
-93.3205399999999,30.1337100000001,88,REF220094,LAKE CHARLES,4359 WEST TANK FARM RD,LAKE CHARLES,LA,70605,NOT AVAILABLE,(337) 480-6637,SMALL SIMPLE REFINERY,IN SERVICE,38,CALCASIEU,22019,USA,30.13371,-93.32054,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.calcasieurefining.com,TRANSWORLD OIL USA INC,CALCASIEU REFINING CO,1000021607,100000071469,WITHIN 166 FEET,104000,62,104000,36000,0,0,0,0,0,0,0,0,0,7000,0,0,0,0,0,0
-93.8886199999999,29.96016,89,REF480095,PORT ARTHUR,HWY 366 AND 32ND STREET,PORT ARTHUR,TX,77642,NOT AVAILABLE,(409) 963-8319,LARGE COMPLEX REFINERY,IN SERVICE,500,JEFFERSON,48245,USA,29.96016,-93.88862,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.totalpetrochemicalsusa.com,TOTAL SA,TOTAL PETROCHEMICALS & REFINING USA,1000022056,100000159286,WITHIN 166 FEET,225500,31,225500,117000,55500,0,75500,40500,0,264500,6700,0,13600,7800,0,0,0,19200,806,0
-81.41391,40.7734300000001,90,REF390096,CANTON,2408 GAMBRINUS AVE SW,CANTON,OH,44706,NOT AVAILABLE,(330) 478-6379,SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,361,STARK,39151,USA,40.77343,-81.41391,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000022157,100000058812,WITHIN 166 FEET,93000,69,93000,35000,0,0,24700,20400,0,96000,7500,0,0,0,0,0,0,0,104,14800
-108.42582,35.4888500000001,91,REF350097,GALLUP,"92 GIANT CROSSING ROAD, I-40 AT EXIT 39",JAMESTOWN,NM,87347,NOT AVAILABLE,(505) 722-3833,SMALL REFINERY WITH SOME CRACKING CAPABILITY,IN SERVICE,220,MCKINLEY,35031,USA,35.48885,-108.42582,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORPORATION,MARATHON PETROLEUM CORPORATION,1000022456,100000063487,WITHIN 166 FEET,25500,113,25500,0,0,0,11300,6800,0,12100,1800,0,0,0,0,0,0,0,2,0
-97.1044199999999,34.2049200000001,92,REF400098,ARDMORE,1 VALERO WAY,ARDMORE,OK,73401,NOT AVAILABLE,(580) 221-6232,SMALL MEDIUM COMPLEXITY REFINERY CAPABLE OF PROCESSING A RANGE OF CRUDE OILS,IN SERVICE,320,CARTER,40019,USA,34.20492,-97.10442,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.valero.com,VALERO ENERGY CORP,VALERO REFINING CO OKLAHOMA,1000022598,100000128177,WITHIN 166 FEET,86000,72,86000,32000,0,0,26000,19000,12000,93450,7012,0,0,0,0,0,27,0,249,14714
-93.95994,29.8830100000001,93,REF480099,PORT ARTHUR,2555 SAVANNAH AVENUE,PORT ARTHUR,TX,77640,3399,(409) 989-7015,VERY LARGE COMPLEX REFINERY,IN SERVICE,1050,JEFFERSON,48245,USA,29.88301,-93.95994,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.motiva.com/,MOTIVA ENTERPRISES LLC,MOTIVA ENTERPRISES LLC,1000022816,100000157297,WITHIN 166 FEET,603000,1,603000,331800,150000,0,88000,121825,98700,537950,20000,0,0,49140,39000,0,0,48820,3203,0
-90.39446,29.9925500000001,94,REF220100,NORCO,14902 RIVER RD,NORCO,LA,70047,NOT AVAILABLE,(985) 764-5605,LARGE COMPLEX REFINERY,IN SERVICE,530,ST. CHARLES,22089,USA,29.99255,-90.39446,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.valero.com,VALERO ENERGY CORP,VALERO REFINING NEW ORLEANS LLC,1000023447,100000093409,WITHIN 166 FEET,215000,33,215000,180000,72000,0,80000,22000,97000,251000,21000,0,3000,0,0,0,100,26000,880,0
-122.39145,37.94158,95,REF060101,RICHMOND,841 CHEVRON WAY,RICHMOND,CA,94801,0627,(510) 242-2400,LARGE AND HIGHLY COMPLEX REFINERY,IN SERVICE,1200,CONTRA COSTA,06013,USA,37.94158,-122.39145,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.chevron.com/,CHEVRON CORP,CHEVRON USA INC,1000023997,100000136836,WITHIN 166 FEET,245271,24,245271,123456,0,0,80000,59000,87260,382200,32662,0,0,60400,34000,0,181,0,789,0
-95.12778,29.72153,96,REF480102,DEER PARK,5900 STATE HIGHWAY 225 EAST,DEER PARK,TX,77536,NOT AVAILABLE,(713) 246-6151,VERY LARGE COMPLEX REFINERY,IN SERVICE,1519,HARRIS,48201,USA,29.72153,-95.12778,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.shell.us,DEER PARK REFINING LTD PTNRSHP,DEER PARK REFINING LTD PARTNERSHIP,1000024956,100000131653,WITHIN 166 FEET,325700,12,325700,180000,79500,0,67900,61600,52300,296000,18500,0,0,0,0,0,0,34000,1085,0
-118.24102,33.81535,97,REF060103,LOS ANGELES (CARSON PLANT),1801 E SEPULVEDA BLVD,CARSON,CA,90745,NOT AVAILABLE,(310) 847-5211,LARGE AND VERY COMPLEX REFINERY,IN SERVICE,1021,LOS ANGELES,06037,USA,33.81535,-118.24102,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000025262,100000073476,WITHIN 166 FEET,269200,18,269200,140000,49300,0,92600,36900,53900,209000,17000,0,0,30000,0,0,105,16700,476,0
-93.79254,32.46693,98,REF220104,SHREVEPORT,3333 MIDWAY ST,SHREVEPORT,LA,71109,5719,(318) 632-4102,SPECIALISED PREMIUM BASE AND PROCESS OILS MANUFACTURING REFINERY,IN SERVICE,240,CADDO,22017,USA,32.46693,-93.79254,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.calumetspecialty.com,"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",CALUMET SHREVEPORT LLC,1000025597,100000041153,WITHIN 166 FEET,57000,95,57000,28000,0,0,0,11900,0,52300,0,0,0,0,12500,0,12,0,40,6500
-95.1197099999999,29.83178,99,REF480105,CHANNELVIEW,8280 SHELDON ROAD,CHANNELVIEW,TX,77049,NOT AVAILABLE,(713) 309-7894,ALKYLATION UNIT,IN SERVICE,558,HARRIS,48201,USA,29.83178,-95.11971,324110,PETROLEUM REFINERIES,"EIA-820; EPA ENVIROFACTS",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.lyondellbasell.com,ACCESS INDUSTRIES,EQUISTAR CHEMICALS LP,1000027421,100000146736,WITHIN 166 FEET,0,141,0,0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0
-92.07186,46.6913500000001,100,REF550106,SUPERIOR,2407 STINSON AVENUE,SUPERIOR,WI,54880,NOT AVAILABLE,(715) 398-8453,SMALL TO MEDIUM LUBRICANTS REFINERY,IN SERVICE,155,DOUGLAS,55031,USA,46.69135,-92.07186,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.calumetspecialty.com,HUSKY ENERGY INC,CALUMET LUBRICANTS CO LP,1000027439,100000141401,WITHIN 166 FEET,38000,105,38000,20500,0,0,10780,7800,0,32700,1600,0,6000,0,0,0,0,0,34,7900
-104.94767,39.8036500000001,101,REF080107,COMMERCE CITY WEST,5801 BRIGHTON BLVD,COMMERCE CITY,CO,80022,NOT AVAILABLE,(303) 286-5788,MEDIUM COMPLEX REFINERY,IN SERVICE,125,ADAMS,08001,USA,39.80365,-104.94767,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.suncor.com,SUNCOR ENERGY INC,SUNCOR ENERGY (USA) INC,1000027666,100000051971,WITHIN 166 FEET,67000,89,67000,25000,0,0,20000,10000,0,74000,0,0,0,0,0,0,22,0,114,12250
-87.7179199999999,38.9981300000001,102,REF170108,ROBINSON,400 S MARATHON AVE,ROBINSON,IL,62454,NOT AVAILABLE,(618) 544-2121,LARGE VERY COMPLEX REFINERY,IN SERVICE,690,CRAWFORD,17033,USA,38.99813,-87.71792,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000027696,100000132509,WITHIN 166 FEET,231000,27,231000,71500,28500,0,51800,76500,39400,189000,13000,0,3300,16000,0,0,0,7500,202,0
-97.67337,38.3440400000001,103,REF200109,MCPHERSON,2000 S. MAIN ST,MCPHERSON,KS,67460,1404,(620) 241-2340,SMALL COMPLEX REFINERY,IN SERVICE,465,MCPHERSON,20113,USA,38.34404,-97.67337,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.ncra.coop,CHS INC,CHS MCPHERSON REFINERY INC,1000028118,100000118428,WITHIN 166 FEET,96000,66,96000,38000,23600,0,23200,22700,36400,81200,9500,0,0,19600,0,0,42,7364,280,0
-122.0639,38.0251000000001,104,REF060110,MARTINEZ,150 SOLANO WAY,MARTINEZ,CA,94553,1487,(925) 372-3093,VERY COMPLEX REFINERY,IN SERVICE,740,CONTRA COSTA,06013,USA,38.0251,-122.0639,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/18 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000028601,100000145194,WITHIN 166 FEET,166000,43,166000,156900,50000,0,71000,23900,35900,199000,15400,0,0,0,0,0,82,15000,200,0
-101.41632,32.27045,105,REF480111,BIG SPRING,INTERSECTION OF IH 20 AND REFINERY ROAD,BIG SPRING,TX,79720,NOT AVAILABLE,(432) 263-9354,SMALL MEDIUM COMPLEXITY REFINERY,IN SERVICE,191,HOWARD,48227,USA,32.27045,-101.41632,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.alonusa.com,ALON ISRAEL OIL COMPANY LTD,ALON USA ENERGY INC,1000028824,100000112781,WITHIN 166 FEET,73000,84,73000,24000,0,0,23000,20500,0,60000,5000,0,1000,0,0,0,0,0,150,7600
-96.87283,37.79594,106,REF200112,EL DORADO,1401 S DOUGLAS ROAD,EL DORADO,KS,67042,3698,(316) 321-8263,MEDIUM SIZED COMPLEX REFINERY,IN SERVICE,442,BUTLER,20015,USA,37.79594,-96.87283,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.hollyfrontier.com,HOLLYFRONTIER CORP,HOLLYFRONTIER EL DORADO REFINING LLC,1000029027,100000106164,WITHIN 166 FEET,150000,50,150000,64000,18500,0,42000,30000,0,189500,14000,0,0,18000,0,0,56,7000,315,4000
-100.88122,46.85078,107,REF380113,MANDAN,900 OLD RED TRAIL NE,MANDAN,ND,58554,NOT AVAILABLE,(701) 667-2405,SMALL MEDIUM COMPLEXITY REFINERY THAT PROCESSES LIGHT SWEET CRUDE OIL,IN SERVICE,290,MORTON,38059,USA,46.85078,-100.88122,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/18 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000029038,100000125296,WITHIN 166 FEET,74000,83,73800,0,0,0,28960,11900,0,44060,4830,0,0,0,0,0,0,0,17,0
-119.07206,35.3795000000001,108,REF060114,BAKERSFIELD,6451 ROSEDALE HIGHWAY,BAKERSFIELD,CA,93308,NOT AVAILABLE,(661) 326-4422,MEDIUM SIZED FUELS REFINERY,IN SERVICE,94,KERN,06029,USA,35.3795,-119.07206,324110,PETROLEUM REFINERIES,"EIA-820; EPA RMP",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://bakersfieldrefinery.com,ALON ISRAEL OIL COMPANY LTD,ALON BAKERSFIELD OPERATING INC,1000029137,100000147815,WITHIN 166 FEET,0,138,0,0,0,0,0,7600,14250,29000,0,0,0,1300,0,0,23,0,70,0
-82.59843,38.3758700000001,109,REF210115,CATLETTSBURG,11631 US RTE 23,CATLETTSBURG,KY,41129,NOT AVAILABLE,(606) 921-6504,LARGE MEDIUM COMPLEXITY REFINERY,IN SERVICE,740,BOYD,21019,USA,38.37587,-82.59843,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000029541,100000084375,WITHIN 166 FEET,273000,17,273000,130000,0,0,98800,51300,0,271000,21000,0,3200,17000,0,0,0,0,448,35400
-90.0739799999999,38.8382700000001,110,REF170116,WOOD RIVER,900 S CENTRAL AVENUE,ROXANA,IL,62084,NOT AVAILABLE,(618) 255-3001,VERY LARGE COMPLEX REFINERY,IN SERVICE,840,MADISON,17119,USA,38.83827,-90.07398,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.phillips66.com,WRB REFINING LP (PHILLIPS66/CENOVUS),PHILLIPS 66 COMPANY,1000029800,100000075884,WITHIN 166 FEET,336000,10,314000,196500,75000,0,91000,72000,49000,267850,21800,0,4500,0,0,0,190,27900,1008,23000
-87.48195,41.6625100000001,111,REF180117,WHITING,2815 INDIANAPOLIS BLVD,WHITING,IN,46394,NOT AVAILABLE,(219) 473-3112,VERY LARGE COMPLEX REFINERY,IN SERVICE,1849,LAKE,18089,USA,41.66251,-87.48195,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.bp.com,BP PLC,BP PRODUCTS NORTH AMERICA INC,1000030079,100000101105,WITHIN 166 FEET,413500,7,413500,263900,87400,0,168900,62000,0,439800,31000,0,16800,26400,0,0,0,30000,1904,30000
-83.1562299999999,42.28189,113,REF260119,DETROIT,1300 SOUTH FORT STREET,DETROIT,MI,48217,NOT AVAILABLE,(313) 551-7902,MEDIUM SIZED MEDIUM COMPLEXITY REFINERY,IN SERVICE,535,WAYNE,26163,USA,42.28189,-83.15623,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,https://www.marathonpetroleum.com,MARATHON PETROLEUM CORP,MARATHON PETROLEUM CO LP,1000030782,100000110319,WITHIN 166 FEET,132000,55,132000,77900,31800,0,38000,20400,0,130500,7000,0,0,0,0,0,0,11800,459,24000
-90.08235,35.0850800000001,114,REF470120,MEMPHIS,543 WEST MALLORY AVE,MEMPHIS,TN,38106,NOT AVAILABLE,(901) 947-8360,LARGE MEDIUM COMPLEXITY REFINERY THAT PROCESSES LIGHT SWEET CRUDE,IN SERVICE,306,SHELBY,47157,USA,35.08508,-90.08235,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.valero.com,VALERO ENERGY CORP,PREMCOR REFINING GROUP INC,1000030830,100000158107,WITHIN 166 FEET,190000,39,190000,0,0,0,68000,35300,26000,129000,12700,0,29000,0,0,0,30,0,116,0
-90.89591,30.11148,115,REF220121,CONVENT,0.7 MILES NORTHEAST OF INTERSECTION OF HWY 70 AND HWY 44,CONVENT,LA,70723,NOT AVAILABLE,(225) 562-6272,LARGE COMPLEX REFINERY,IN SERVICE,590,ST. JAMES,22093,USA,30.11148,-90.89591,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2020/06/19 00:00:00+00,IMAGERY/OTHER,2020/06/19 00:00:00+00,https://www.shell.us,ROYAL DUTCH SHELL,SHELL OIL PRODUCTS US (REFINING),1000031463,100000002230,WITHIN 166 FEET,227586,28,227586,116300,0,0,33945,38071,41107,254300,16700,0,0,16000,0,0,0,0,728,0
-95.60567846,37.050829192,116,REF200122,COFFEYVILLE,400 N LINDEN STREET,COFFEYVILLE,KS,67337,NOT AVAILABLE,(620) 251-4000,MEDIUM SIZED COMPLEX REFINERY,IN SERVICE,369,MONTGOMERY,20125,USA,37.050829192,-95.60567846,324110,PETROLEUM REFINERIES,"EIA-820; EPA TRI",2017/01/01 00:00:00+00,IMAGERY/OTHER,2018/01/31 00:00:00+00,http://www.cvrrefining.com,CVR ENERGY,COFFEYVILLE RESOURCES RFG & MKTG,1000031576,100000146175,WITHIN 166 FEET,115000,60,115000,46000,22500,0,33900,24000,0,124000,10000,0,0,0,0,0,22,8700,229,0
